Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
Coastal Carolina11,11,Tyrell Gumbs-Frater,,G,Coastal Carolina,Sun Belt,14,162,21,48,3,10,18,38,10,14,7,18,25,8,3,3,9,9,70
Coastal Carolina12,12,Bill Muse,JR,G,Coastal Carolina,Sun Belt,4,11,0,2,0,0,0,2,1,2,0,1,1,0,0,0,0,0,1
Coastal Carolina13,13,Josh Peterson,SO,G,Coastal Carolina,Sun Belt,2,9,2,3,2,3,0,0,0,0,0,0,0,3,0,1,2,1,4
Colgate1,1,Sean O'Brien,,G,Colgate,Patriot,32,1079,110,275,53,109,57,166,69,81,22,105,127,119,37,0,32,68,346
Colgate2,2,Will Rayman,SO,F,Colgate,Patriot,32,1025,156,343,92,192,64,151,96,119,61,156,217,34,31,28,53,79,472
Colgate3,3,Jordan Swopshire,SR,F,Colgate,Patriot,32,897,123,296,49,101,74,195,59,77,36,120,156,38,18,7,44,56,379
Colgate4,4,Jordan Burns,FR,G,Colgate,Patriot,30,817,130,301,90,188,40,113,50,67,14,65,79,90,25,3,77,39,350
Colgate5,5,Dana Batt,JR,C,Colgate,Patriot,32,703,95,154,95,153,0,1,37,51,46,94,140,29,19,36,28,80,227
Colgate6,6,Francisco Amiel,JR,G,Colgate,Patriot,32,635,29,95,13,41,16,54,14,17,8,44,52,55,33,5,30,42,88
Colgate7,7,Jordan Robertson,SR,G,Colgate,Patriot,31,403,61,148,47,104,14,44,32,48,21,24,45,13,11,8,27,51,168
Colgate8,8,Malcolm Regisford,JR,F,Colgate,Patriot,24,352,47,74,47,74,0,0,22,34,32,67,99,13,3,14,23,34,116
Colgate9,9,Jack Ferguson,FR,G,Colgate,Patriot,29,284,38,114,7,19,31,95,21,29,6,18,24,16,13,2,8,34,128
Colgate10,10,Sam Lindgren,,F,Colgate,Patriot,11,103,12,17,12,17,0,0,3,3,9,18,27,4,5,3,5,20,27
Colgate11,11,Hugh Baxter,FR,F,Colgate,Patriot,8,41,3,8,2,2,1,6,0,0,2,3,5,2,0,0,3,6,7
Colgate12,12,David Maynard,,G,Colgate,Patriot,6,30,4,5,2,3,2,2,2,2,2,4,6,0,1,0,2,2,12
Colgate13,13,Milan Williams,,G,Colgate,Patriot,4,17,0,1,0,1,0,0,4,4,0,2,2,0,0,0,1,4,4
Colgate14,14,Tom Rivard,,F,Colgate,Patriot,1,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0
Colgate15,15,Dylan Whitbread,,F,Colgate,Patriot,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
Colgate16,16,David Favorite,,G,Colgate,Patriot,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College of Charleston1,1,Joe Chealey,SR,G,College of Charleston,CAA,33,1182,168,427,106,250,62,177,211,245,22,133,155,120,28,4,56,73,609
College of Charleston2,2,Cameron Johnson,SR,G,College of Charleston,CAA,33,1090,105,229,60,115,45,114,37,61,26,86,112,59,25,12,42,73,292
College of Charleston3,3,Grant Riller,SO,G,College of Charleston,CAA,32,1070,224,407,170,273,54,134,95,129,13,72,85,66,41,14,57,66,597
College of Charleston4,4,Marquise Pointer,JR,G,College of Charleston,CAA,33,816,64,161,38,81,26,80,31,44,25,72,97,59,25,6,29,48,185
College of Charleston5,5,Nick Harris,JR,F,College of Charleston,CAA,32,816,78,141,78,141,0,0,36,58,62,145,207,13,13,40,35,90,192
College of Charleston6,6,Jarrell Brantley,,F,College of Charleston,CAA,23,737,144,290,116,217,28,73,74,88,42,121,163,38,25,18,56,69,390
College of Charleston7,7,Jaylen McManus,SO,F,College of Charleston,CAA,33,497,36,103,13,34,23,69,17,28,20,63,83,14,4,14,11,45,112
College of Charleston8,8,Evan Bailey,SR,F,College of Charleston,CAA,25,237,20,55,5,11,15,44,9,11,6,23,29,4,5,0,8,24,64
College of Charleston9,9,Osinachi Smart,FR,F,College of Charleston,CAA,20,168,8,19,8,19,0,0,9,16,17,30,47,3,5,6,4,31,25
College of Charleston10,10,Samba Ndiaye,FR,C,College of Charleston,CAA,20,76,3,11,3,11,0,0,1,4,11,14,25,0,0,5,6,18,7
College of Charleston11,11,Brevin Galloway,FR,G,College of Charleston,CAA,7,30,1,6,0,0,1,6,0,0,0,6,6,1,0,0,0,3,3
College of Charleston12,12,Jermaine Blackmon Jr.,,F,College of Charleston,CAA,3,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
College of Charleston13,13,Trent Robinson,,G,College of Charleston,CAA,2,3,1,3,1,2,0,1,0,1,0,1,1,0,0,0,0,0,2
Colorado1,1,McKinley Wright IV,FR,G,Colorado,Pac-12,32,1042,166,368,138,276,28,92,94,122,52,97,149,175,31,14,94,49,454
Colorado2,2,George King,SR,G,Colorado,Pac-12,32,913,142,319,80,162,62,157,68,87,56,194,250,35,17,21,64,78,414
Colorado3,3,Namon Wright,JR,G,Colorado,Pac-12,30,688,103,237,74,150,29,87,56,75,19,85,104,34,15,8,57,48,291
Colorado4,4,Dominique Collier,SR,G,Colorado,Pac-12,32,632,71,184,29,76,42,108,56,77,8,40,48,46,18,0,42,82,240
Colorado5,5,Tyler Bey,FR,G,Colorado,Pac-12,32,629,73,146,73,139,0,7,50,73,48,115,163,16,20,22,38,84,196
Colorado6,6,Dallas Walton,FR,F,Colorado,Pac-12,30,557,70,152,65,139,5,13,26,37,27,75,102,21,7,34,28,59,171
Colorado7,7,Lucas Siewert,SO,F,Colorado,Pac-12,30,551,66,136,36,69,30,67,42,51,28,62,90,22,8,13,27,64,204
Colorado8,8,Lazar Nikolic,FR,G,Colorado,Pac-12,31,480,27,71,19,37,8,34,10,22,11,61,72,30,9,5,28,59,72
Colorado9,9,D'Shawn Schwartz,,G,Colorado,Pac-12,32,418,38,90,20,43,18,47,14,19,5,54,59,9,3,0,10,33,108
Colorado10,10,Deleon Brown,SO,G,Colorado,Pac-12,23,418,39,112,20,52,19,60,17,24,4,24,28,18,11,4,25,48,114
Colorado11,11,Tory Miller-Stewart,SR,F,Colorado,Pac-12,6,133,12,18,12,18,0,0,13,23,7,21,28,2,1,1,15,11,37
Colorado12,12,Alexander Strating,FR,F,Colorado,Pac-12,5,7,3,5,3,5,0,0,0,2,2,2,4,0,0,0,2,3,6
Colorado13,13,Josh Repine,SR,G,Colorado,Pac-12,5,6,0,2,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
Colorado14,14,A.J. Martinka,,G,Colorado,Pac-12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Colorado State1,1,Nico Carvacho,SO,F,Colorado State,MWC,32,919,107,211,101,195,6,16,73,120,124,206,330,71,23,22,64,107,293
Colorado State2,2,Prentiss Nixon,JR,G,Colorado State,MWC,27,867,133,370,67,170,66,200,102,121,8,78,86,53,40,3,56,71,434
Colorado State3,3,Anthony Bonner,SO,G,Colorado State,MWC,32,866,99,221,58,126,41,95,46,56,8,78,86,43,20,2,45,69,285
Colorado State4,4,Che Bob,SR,F,Colorado State,MWC,32,807,105,244,87,182,18,62,90,133,56,134,190,56,31,38,76,94,318
Colorado State5,5,Deion James,JR,F,Colorado State,MWC,31,800,125,276,112,226,13,50,58,82,71,94,165,51,20,19,55,97,321
Colorado State6,6,J.D. Paige,,G,Colorado State,MWC,23,721,85,241,51,127,34,114,36,46,17,52,69,58,27,6,57,51,240
Colorado State7,7,Raquan Mitchell,SO,G,Colorado State,MWC,30,692,83,203,73,150,10,53,33,45,17,69,86,49,19,6,27,46,209
Colorado State8,8,Lorenzo Jenkins,SO,G,Colorado State,MWC,31,423,39,97,17,43,22,54,11,20,15,49,64,5,3,3,20,35,111
Colorado State9,9,Robbie Berwick,JR,G,Colorado State,MWC,21,203,17,45,9,21,8,24,10,14,4,8,12,17,6,0,7,19,52
Colorado State10,10,Logan Ryan,FR,F,Colorado State,MWC,21,173,17,30,10,15,7,15,8,14,12,23,35,6,1,3,4,31,49
Colorado State11,11,Juan Sabino II,,G,Colorado State,MWC,2,4,1,3,1,2,0,1,0,0,2,1,3,0,0,0,0,4,2
Columbia1,1,Mike Smith,SO,G,Columbia,Ivy,27,918,157,403,108,244,49,159,112,133,12,58,70,124,31,1,59,49,475
Columbia2,2,Quinton Adlesh,JR,G,Columbia,Ivy,27,796,112,241,40,78,72,163,13,19,14,79,93,63,29,1,41,44,309
Columbia3,3,Nate Hickman,SR,G,Columbia,Ivy,27,735,76,207,45,102,31,105,52,66,11,74,85,38,18,5,43,56,235
Columbia4,4,Lukas Meisner,JR,F,Columbia,Ivy,25,688,106,212,63,109,43,103,25,42,36,151,187,46,13,11,48,72,280
Columbia5,5,Patrick Tape,SO,F,Columbia,Ivy,25,430,48,89,48,89,0,0,15,28,58,70,128,12,16,31,35,78,111
Columbia6,6,Kyle Castlin,SR,G,Columbia,Ivy,17,418,63,127,48,84,15,43,38,43,19,46,65,24,22,4,19,34,179
Columbia7,7,Jaron Faulds,FR,F,Columbia,Ivy,26,369,53,89,53,89,0,0,10,23,33,51,84,10,8,26,21,44,116
Columbia8,8,Gabe Stefanini,FR,G,Columbia,Ivy,27,354,61,137,35,80,26,57,12,19,19,33,52,27,21,2,31,42,160
Columbia9,9,Rodney Hunter,JR,F,Columbia,Ivy,26,214,13,25,13,22,0,3,7,12,14,35,49,17,10,7,17,30,33
Columbia10,10,Myles Hanson,FR,F,Columbia,Ivy,19,200,21,64,9,21,12,43,5,5,8,35,43,8,5,4,8,18,59
Columbia11,11,Tai Bibbs,FR,G,Columbia,Ivy,13,159,13,39,6,16,7,23,11,16,4,13,17,5,2,0,4,14,44
Columbia12,12,Peter Barba,JR,G,Columbia,Ivy,12,86,11,26,2,5,9,21,0,0,3,7,10,3,2,0,2,11,31
Columbia13,13,Randy Brumant,,F,Columbia,Ivy,7,45,5,9,5,9,0,0,1,1,7,7,14,4,0,1,2,8,11
Columbia14,14,Luke Bolster,,G,Columbia,Ivy,4,25,3,12,1,4,2,8,0,0,0,3,3,3,0,0,1,1,8
Columbia15,15,Jake Killingsworth,SO,G,Columbia,Ivy,2,13,4,6,1,1,3,5,0,0,2,2,4,0,0,0,2,3,11
Connecticut1,1,Jalen Adams,JR,G,Connecticut,AAC,30,1144,207,483,159,335,48,148,78,98,26,101,127,141,46,10,87,48,540
Connecticut2,2,Christian Vital,SO,G,Connecticut,AAC,32,1013,138,360,70,146,68,214,132,156,25,146,171,53,50,1,56,73,476
Connecticut3,3,Antwoine Anderson,SR,G,Connecticut,AAC,32,1004,77,197,51,101,26,96,56,75,13,78,91,65,34,5,51,93,236
Connecticut4,4,Terry Larrier,JR,G,Connecticut,AAC,29,987,148,372,97,237,51,135,56,71,38,100,138,25,20,7,69,48,403
Connecticut5,5,Josh Carlton,FR,F,Connecticut,AAC,32,485,57,111,57,111,0,0,28,42,55,63,118,10,10,24,31,79,142
Connecticut6,6,Tyler Polley,FR,F,Connecticut,AAC,32,425,24,75,9,39,15,36,24,32,8,28,36,5,3,5,18,32,87
Connecticut7,7,Isaiah Whaley,FR,F,Connecticut,AAC,30,414,30,53,30,53,0,0,19,28,34,33,67,10,11,30,12,47,79
Connecticut8,8,Mamadou Diarra,FR,F,Connecticut,AAC,31,314,34,62,34,62,0,0,15,30,32,47,79,0,4,22,14,70,83
Connecticut9,9,David Onuorah,SR,F,Connecticut,AAC,30,311,12,25,12,24,0,1,6,11,29,33,62,4,0,12,25,64,30
Connecticut10,10,Alterique Gilbert,FR,G,Connecticut,AAC,6,167,19,60,14,38,5,22,11,20,1,23,24,17,7,2,9,8,54
Connecticut11,11,Eric Cobb,JR,F,Connecticut,AAC,15,116,8,18,6,14,2,4,8,14,8,34,42,3,3,1,18,17,26
Connecticut12,12,Kwintin Williams,SO,F,Connecticut,AAC,18,113,8,14,8,12,0,2,9,16,15,19,34,1,2,0,3,13,25
Connecticut13,13,Mike Noyes,SR,G,Connecticut,AAC,6,6,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Connecticut14,14,Christian Foxen,SR,F,Connecticut,AAC,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coppin State1,1,Karonn Davis,SR,G,Coppin State,MEAC,32,1007,127,371,85,216,42,155,78,99,21,105,126,146,32,3,80,67,374
Coppin State2,2,Lamar Morgan,JR,G,Coppin State,MEAC,31,964,118,308,30,70,88,238,57,70,13,145,158,13,23,6,52,85,381
Coppin State3,3,Cedric Council Jr.,JR,F,Coppin State,MEAC,32,776,70,177,54,117,16,60,22,37,49,81,130,24,23,30,30,90,178
Coppin State4,4,Chad Andrews-Fulton,JR,F,Coppin State,MEAC,30,616,66,145,66,142,0,3,57,89,59,84,143,25,21,11,49,96,189
Coppin State5,5,Adam Traore,JR,F,Coppin State,MEAC,25,550,47,132,40,99,7,33,60,76,33,107,140,31,8,6,52,84,161
Coppin State6,6,Tre' Thomas,,G,Coppin State,MEAC,28,543,55,177,32,88,23,89,19,21,5,40,45,23,10,1,37,40,152
Coppin State7,7,Taqwain Drummond,FR,G,Coppin State,MEAC,20,417,23,91,11,47,12,44,15,20,8,41,49,11,11,2,19,38,73
Coppin State8,8,Kent Auslander,,G,Coppin State,MEAC,17,400,22,84,11,29,11,55,12,20,3,38,41,15,4,4,33,31,67
Coppin State9,9,Keandre Fair,FR,G,Coppin State,MEAC,27,387,29,87,4,11,25,76,5,8,1,29,30,18,21,0,9,25,88
Coppin State10,10,Lucian Brownlee,JR,G,Coppin State,MEAC,30,356,48,122,17,44,31,78,20,23,3,23,26,17,8,1,32,38,147
Coppin State11,11,Dejuan Clayton,SO,G,Coppin State,MEAC,6,179,21,63,12,35,9,28,10,15,2,9,11,11,6,1,11,12,61
Coppin State12,12,Jordan Hardwick,,F,Coppin State,MEAC,14,158,14,34,13,26,1,8,3,6,14,17,31,0,1,13,12,23,32
Coppin State13,13,Blake Simpson,,F,Coppin State,MEAC,12,96,7,15,7,15,0,0,6,6,3,9,12,1,0,4,5,12,20
Coppin State14,14,Joel Boyce,FR,G,Coppin State,MEAC,6,75,10,18,10,16,0,2,2,5,2,10,12,3,4,0,11,8,22
Coppin State15,15,Donnell Frayer,,G,Coppin State,MEAC,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cornell1,1,Matt Morgan,JR,G,Cornell,Ivy,28,969,204,415,129,212,75,203,147,180,11,118,129,90,23,9,69,48,630
Cornell2,2,Steven Julian,JR,F,Cornell,Ivy,28,834,71,138,61,107,10,31,38,67,38,124,162,33,32,39,28,81,190
Cornell3,3,Stone Gettings,JR,F,Cornell,Ivy,28,749,164,338,121,221,43,117,94,114,39,147,186,80,20,13,63,79,465
Cornell4,4,Jack Gordon,JR,G,Cornell,Ivy,27,684,63,132,23,39,40,93,27,39,16,49,65,52,14,1,47,56,193
Cornell5,5,Terrance McBride,FR,G,Cornell,Ivy,26,684,49,88,40,61,9,27,21,28,10,52,62,68,13,1,24,33,128
Cornell6,6,Joel Davis,JR,G,Cornell,Ivy,28,494,46,122,38,88,8,34,32,49,19,50,69,30,24,10,32,46,132
Cornell7,7,Josh Warren,SO,F,Cornell,Ivy,28,436,46,105,42,87,4,18,19,24,18,66,84,45,5,9,45,70,115
Cornell8,8,Jimmy Boeheim,FR,F,Cornell,Ivy,26,310,32,98,26,58,6,40,13,21,18,39,57,13,1,6,10,28,83
Cornell9,9,Wil Bathurst,SR,G,Cornell,Ivy,7,172,19,49,16,32,3,17,9,13,5,20,25,22,3,5,13,10,50
Cornell10,10,Bryan Knapp,FR,G,Cornell,Ivy,16,146,19,47,14,36,5,11,7,10,3,4,7,6,4,0,13,13,50
Cornell11,11,Jake Kuhn,FR,G,Cornell,Ivy,16,88,13,33,6,13,7,20,4,9,5,8,13,3,0,0,5,7,37
Cornell12,12,Kyle Brown,SR,G,Cornell,Ivy,21,76,7,22,3,6,4,16,2,5,3,6,9,1,3,3,4,12,20
Cornell13,13,Jordan Abdur-Ra'oof,,F,Cornell,Ivy,13,72,10,20,7,10,3,10,4,10,0,6,6,4,2,1,5,10,27
Cornell14,14,Riley Voss,FR,F,Cornell,Ivy,6,37,1,6,1,4,0,2,2,5,5,4,9,2,0,0,4,5,4
Creighton1,1,Marcus Foster,SR,G,Creighton,Big East,32,1011,244,498,150,275,94,223,67,90,21,103,124,87,33,4,68,54,649
Creighton2,2,Khyri Thomas,JR,G,Creighton,Big East,32,1009,180,333,118,185,62,148,66,83,34,103,137,88,53,8,57,58,488
Creighton3,3,Ronnie Harrell,JR,G,Creighton,Big East,29,746,71,152,53,98,18,54,47,59,35,151,186,79,16,6,38,46,207
Creighton4,4,Mitchell Ballock,FR,G,Creighton,Big East,32,675,83,195,43,71,40,124,19,24,7,80,87,63,23,7,37,48,225
Creighton5,5,Davion Mintz,SO,G,Creighton,Big East,32,666,57,141,40,89,17,52,60,82,7,92,99,99,14,3,36,42,191
Creighton6,6,Toby Hegner,SR,F,Creighton,Big East,29,654,87,173,52,84,35,89,32,38,23,63,86,25,7,15,20,67,241
Creighton7,7,Ty-Shon Alexander,FR,G,Creighton,Big East,32,573,60,141,29,49,31,92,29,41,4,61,65,57,9,4,39,28,180
Creighton8,8,Martin Krampelj,SO,F,Creighton,Big East,19,441,94,140,88,117,6,23,33,53,41,112,153,23,16,13,25,52,227
Creighton9,9,Manny Suarez,SR,C,Creighton,Big East,23,179,29,65,24,45,5,20,10,15,15,46,61,9,1,13,11,32,73
Creighton10,10,Tyler Clement,SR,G,Creighton,Big East,20,173,20,43,7,10,13,33,5,5,3,16,19,19,2,2,7,24,58
Creighton11,11,Jacob Epperson,,C,Creighton,Big East,11,152,33,46,29,42,4,4,3,9,5,29,34,3,2,10,3,15,73
Creighton12,12,Kaleb Joseph,JR,G,Creighton,Big East,14,115,19,33,14,22,5,11,22,27,3,13,16,21,4,0,10,10,65
Creighton13,13,Jordan Scurry,SO,G,Creighton,Big East,16,56,8,22,4,6,4,16,0,0,3,10,13,3,1,0,4,4,20
Dartmouth1,1,Brendan Barry,SO,G,Dartmouth,Ivy,27,944,87,204,34,84,53,120,38,44,7,62,69,105,19,3,41,48,265
Dartmouth2,2,Miles Wright,SR,G,Dartmouth,Ivy,27,873,113,272,63,127,50,145,57,69,18,100,118,29,41,17,42,68,333
Dartmouth3,3,Taylor Johnson,SR,G,Dartmouth,Ivy,27,776,120,231,91,148,29,83,53,71,16,84,100,79,28,2,75,57,322
Dartmouth4,4,Will Emery,SO,F,Dartmouth,Ivy,26,609,65,141,63,122,2,19,64,99,38,83,121,23,4,20,40,36,196
Dartmouth5,5,Chris Knight,FR,F,Dartmouth,Ivy,25,536,103,198,103,196,0,2,47,77,33,68,101,28,16,27,50,63,253
Dartmouth6,6,Aaryn Rai,FR,G,Dartmouth,Ivy,25,459,39,107,18,59,21,48,22,30,30,44,74,20,16,6,28,48,121
Dartmouth7,7,Ian Sistare,SO,G,Dartmouth,Ivy,27,363,30,83,13,31,17,52,15,23,9,40,49,24,3,2,25,20,92
Dartmouth8,8,Adrease Jackson,FR,F,Dartmouth,Ivy,26,324,55,104,38,71,17,33,17,26,23,78,101,9,5,8,20,40,144
Dartmouth9,9,James Foye,SO,G,Dartmouth,Ivy,25,263,12,45,4,8,8,37,5,6,1,22,23,14,7,1,9,22,37
Dartmouth10,10,Isaac Letoa,FR,G,Dartmouth,Ivy,16,109,6,18,6,14,0,4,5,10,1,8,9,14,6,1,10,3,17
Dartmouth11,11,Guilien Smith,JR,G,Dartmouth,Ivy,3,81,10,29,8,20,2,9,9,9,1,6,7,4,2,0,5,7,31
Dartmouth12,12,Cameron Smith,SR,G,Dartmouth,Ivy,15,72,8,18,7,13,1,5,7,11,1,5,6,6,3,0,5,7,24
Dartmouth13,13,Ben Swett,FR,G,Dartmouth,Ivy,6,8,0,1,0,1,0,0,0,0,0,2,2,2,2,0,0,1,0
Dartmouth14,14,Joseph Cook,,F,Dartmouth,Ivy,6,8,3,3,3,3,0,0,0,0,2,3,5,0,0,0,0,1,6
Davidson1,1,Peyton Aldridge,SR,F,Davidson,A-10,31,1165,243,497,167,305,76,192,114,135,44,197,241,78,13,19,39,48,676
Davidson2,2,Jon Axel Gudmundsson,SO,G,Davidson,A-10,31,1102,135,291,78,147,57,144,80,100,13,174,187,160,42,1,67,52,407
Davidson3,3,Kellan Grady,FR,G,Davidson,A-10,31,1084,209,410,139,224,70,186,72,91,21,80,101,61,25,3,31,64,560
Davidson4,4,KiShawn Pritchett,SO,G,Davidson,A-10,31,778,62,131,28,52,34,79,22,24,21,46,67,108,17,8,55,52,180
Davidson5,5,Will Magarity,SR,F,Davidson,A-10,30,599,71,130,50,77,21,53,6,11,37,88,125,18,13,17,27,56,169
Davidson6,6,Rusty Reigel,SR,G,Davidson,A-10,31,592,40,76,12,22,28,54,15,20,17,63,80,55,17,1,22,59,123
Davidson7,7,Oskar Michelsen,SR,F,Davidson,A-10,31,517,59,125,24,36,35,89,16,22,19,57,76,20,13,8,18,84,169
Davidson8,8,Carter Collins,FR,G,Davidson,A-10,24,162,14,38,11,17,3,21,5,10,6,13,19,10,3,1,9,24,36
Davidson9,9,Jordan Watkins,SR,G,Davidson,A-10,16,99,10,25,1,3,9,22,0,0,1,8,9,8,4,0,5,7,29
Davidson10,10,Dusan Kovacevic,SO,F,Davidson,A-10,7,75,9,22,8,17,1,5,5,7,2,17,19,3,1,1,5,12,24
Davidson11,11,Bates Jones,FR,F,Davidson,A-10,18,46,2,9,2,6,0,3,0,0,5,11,16,8,0,0,2,6,4
Davidson12,12,Malcolm Wynter,SO,G,Davidson,A-10,16,26,2,6,0,1,2,5,3,4,1,1,2,0,0,0,1,1,9
Davidson13,13,Cal Freundlich,SO,G,Davidson,A-10,11,16,0,2,0,0,0,2,2,4,0,4,4,0,1,0,0,1,2
Davidson14,14,Michael Brown,SO,G,Davidson,A-10,11,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Dayton1,1,Darrell Davis,SR,G,Dayton,A-10,31,1088,150,345,78,156,72,189,105,120,15,111,126,85,21,3,84,69,477
Dayton2,2,Josh Cunningham,JR,F,Dayton,A-10,31,981,186,288,178,254,8,34,103,149,79,182,261,54,16,13,71,96,483
Dayton3,3,Jalen Crutcher,FR,G,Dayton,A-10,31,967,100,243,48,89,52,154,32,47,9,87,96,135,32,4,64,72,284
Dayton4,4,Jordan Davis,FR,G,Dayton,A-10,31,891,88,208,32,66,56,142,17,23,6,51,57,57,32,4,23,29,249
Dayton5,5,Trey Landers,SO,G,Dayton,A-10,29,837,126,216,107,162,19,54,58,80,65,97,162,52,31,11,57,77,329
Dayton6,6,Kostas Antetokounmpo,FR,F,Dayton,A-10,29,438,58,101,56,86,2,15,33,64,24,59,83,13,7,31,39,66,151
Dayton7,7,John Crosby,JR,G,Dayton,A-10,26,383,34,86,25,55,9,31,29,36,4,33,37,49,6,0,31,32,106
Dayton8,8,Xeyrius Williams,JR,F,Dayton,A-10,18,334,33,95,16,33,17,62,7,8,10,45,55,26,8,10,17,23,90
Dayton9,9,Matej Svoboda,FR,F,Dayton,A-10,28,318,25,76,16,31,9,45,2,2,9,24,33,17,4,2,25,44,61
Dayton10,10,Jack Westerfield,JR,G,Dayton,A-10,10,46,2,9,0,2,2,7,2,2,1,1,2,0,2,0,0,2,8
Dayton11,11,Joey Gruden,SR,G,Dayton,A-10,6,10,1,2,0,0,1,2,0,0,0,0,0,0,1,0,2,0,3
Dayton12,12,Jordan Pierce,,C,Dayton,A-10,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Dayton13,13,Camron Greer,,G,Dayton,A-10,4,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3
Dayton14,14,Dalton Stewart,,G,Dayton,A-10,3,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
Delaware1,1,Ryan Allen,FR,G,Delaware,CAA,30,1072,163,401,77,180,86,221,47,65,8,67,75,45,15,6,49,86,459
Delaware2,2,Ryan Daly,SO,G,Delaware,CAA,28,1049,178,413,132,265,46,148,87,137,40,133,173,67,33,3,35,60,489
Delaware3,3,Anthony Mosley,SR,G,Delaware,CAA,32,1035,112,232,112,226,0,6,106,151,29,107,136,93,40,11,63,74,330
Delaware4,4,Darian Bryant,JR,G,Delaware,CAA,31,919,74,181,54,104,20,77,12,31,14,66,80,53,22,6,41,50,180
Delaware5,5,Eric Carter,JR,F,Delaware,CAA,30,869,121,204,121,203,0,1,88,134,71,201,272,53,17,25,60,95,330
Delaware6,6,Chyree Walker,FR,F,Delaware,CAA,30,486,50,122,45,101,5,21,11,31,30,42,72,17,13,1,25,51,116
Delaware7,7,Kevin Anderson,FR,G,Delaware,CAA,11,365,51,114,31,61,20,53,29,38,11,43,54,32,13,8,18,33,151
Delaware8,8,Jacob Cushing,SO,F,Delaware,CAA,22,337,31,80,17,29,14,51,6,7,6,45,51,9,4,2,14,37,82
Delaware9,9,Skye Johnson,SR,F,Delaware,CAA,30,335,56,88,56,88,0,0,29,41,46,42,88,9,6,9,23,45,141
Delaware10,10,Derrick Woods,SO,F,Delaware,CAA,9,135,21,35,20,33,1,2,9,16,11,34,45,5,1,4,13,19,52
Delaware11,11,Connor Rufo,FR,G,Delaware,CAA,13,27,2,5,2,4,0,1,3,4,2,4,6,3,0,0,0,4,7
Delaware12,12,Curtis Lochner,JR,G,Delaware,CAA,11,21,0,5,0,2,0,3,1,2,0,1,1,0,0,0,3,0,1
Delaware State1,1,Johquin Wiley,FR,PG,Delaware State,MEAC,32,1144,98,271,58,140,40,131,36,55,10,50,60,90,48,1,83,47,272
Delaware State2,2,Artem Tavakalyan,SR,F,Delaware State,MEAC,32,880,121,264,76,157,45,107,59,77,42,134,176,49,29,6,58,71,346
Delaware State3,3,Simon Okolue,JR,F,Delaware State,MEAC,27,720,134,219,134,218,0,1,43,68,77,114,191,7,16,29,43,88,311
Delaware State4,4,Kavon Waller,,F,Delaware State,MEAC,25,711,63,193,26,67,37,126,11,18,19,73,92,45,6,9,36,41,174
Delaware State5,5,Johnathan Walker,,G,Delaware State,MEAC,27,708,78,181,61,123,17,58,42,60,22,32,54,57,30,3,52,59,215
Delaware State6,6,Marquise Collins,FR,F,Delaware State,MEAC,28,542,84,203,53,119,31,84,52,63,18,60,78,16,7,6,42,53,251
Delaware State7,7,Joseph Lewis,,C,Delaware State,MEAC,27,446,47,130,42,109,5,21,15,30,8,67,75,25,6,9,50,54,114
Delaware State8,8,Demola Onifade,JR,C,Delaware State,MEAC,28,332,13,48,13,48,0,0,1,2,19,45,64,6,3,9,15,41,27
Delaware State9,9,Ameer Bennett,FR,F,Delaware State,MEAC,29,310,28,67,28,67,0,0,29,47,26,29,55,7,7,4,35,41,85
Delaware State10,10,Saleik Edwards,JR,G,Delaware State,MEAC,25,196,18,63,14,34,4,29,11,15,7,11,18,5,8,0,11,20,51
Delaware State11,11,Kobe Gantz,SO,G,Delaware State,MEAC,6,183,23,58,15,39,8,19,27,36,9,22,31,20,16,0,15,16,81
Delaware State12,12,Jonathan Mitchell,SO,G,Delaware State,MEAC,9,156,20,42,18,36,2,6,20,30,10,10,20,19,6,3,12,8,62
Delaware State13,13,Daivon Gamble,JR,C,Delaware State,MEAC,11,100,9,21,8,19,1,2,9,11,6,11,17,1,4,4,4,13,28
Delaware State14,14,Myles Carter,FR,G,Delaware State,MEAC,12,36,2,9,2,8,0,1,2,2,1,1,2,1,1,0,11,4,6
