Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
Canisius3,3,Jermaine Crumpton,SR,F,Canisius,MAAC,32,1026,201,411,155,271,46,140,99,128,64,108,172,50,20,17,59,58,547
Canisius4,4,Takal Molson,FR,G,Canisius,MAAC,32,929,135,301,91,184,44,117,88,131,57,102,159,81,35,14,66,84,402
Canisius5,5,Jonathan Sanks,JR,G,Canisius,MAAC,30,482,55,136,18,47,37,89,18,26,8,37,45,30,6,1,18,54,165
Canisius6,6,Selvedin Planincic,SR,C,Canisius,MAAC,31,473,56,103,46,60,10,43,23,35,22,67,89,24,11,28,37,82,145
Canisius7,7,Spencer Foley,SO,G,Canisius,MAAC,27,364,55,111,21,33,34,78,9,13,24,20,44,22,8,1,13,21,153
Canisius8,8,Marcale Lotts,JR,F,Canisius,MAAC,31,302,26,41,26,41,0,0,6,17,31,28,59,6,5,1,23,62,58
Canisius9,9,Jalanni White,FR,F,Canisius,MAAC,24,237,22,47,21,36,1,11,9,16,22,18,40,8,7,12,15,42,54
Canisius10,10,Jibreel Faulkner,,F,Canisius,MAAC,16,234,36,77,26,48,10,29,11,21,13,23,36,14,7,2,12,13,93
Canisius11,11,Scott Hitchon,FR,F,Canisius,MAAC,20,132,11,24,9,15,2,9,10,15,4,19,23,3,1,9,10,32,34
Canisius12,12,D.J. Heath,FR,G,Canisius,MAAC,20,104,4,17,3,7,1,10,2,5,2,6,8,4,2,0,6,13,11
Canisius13,13,Shaquille Evans,,G,Canisius,MAAC,2,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Canisius14,14,Dantai St. Louis,,F,Canisius,MAAC,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Central Arkansas1,1,Jordan Howard,SR,G,Central Arkansas,Southland,33,1185,263,572,154,306,109,266,200,224,10,109,119,88,35,0,74,39,835
Central Arkansas2,2,Mathieu Kamba,SR,G,Central Arkansas,Southland,33,997,164,318,137,241,27,77,109,164,66,138,204,75,37,31,78,77,464
Central Arkansas3,3,Deandre Jones,FR,G,Central Arkansas,Southland,33,920,63,148,28,58,35,90,39,46,16,105,121,150,53,5,70,84,200
Central Arkansas4,4,Hayden Koval,FR,C,Central Arkansas,Southland,32,802,99,219,69,126,30,93,45,73,45,127,172,28,12,97,52,97,273
Central Arkansas5,5,Thatch Unruh,JR,G,Central Arkansas,Southland,33,795,101,237,54,93,47,144,57,73,19,101,120,84,29,3,57,75,306
Central Arkansas6,6,Matthew Mondesir,FR,G,Central Arkansas,Southland,33,445,43,104,35,81,8,23,26,46,19,33,52,28,14,2,20,37,120
Central Arkansas7,7,Ethan Lee,SR,F,Central Arkansas,Southland,28,437,48,93,48,93,0,0,23,41,42,60,102,25,15,8,27,58,119
Central Arkansas8,8,Tanner Schmit,JR,F,Central Arkansas,Southland,33,417,64,152,64,149,0,3,17,26,24,41,65,10,4,10,13,79,145
Central Arkansas9,9,Darraja Parnell,SO,G,Central Arkansas,Southland,30,294,37,87,30,69,7,18,22,33,18,42,60,30,15,1,33,43,103
Central Arkansas10,10,Aaron Weidenaar,SO,F,Central Arkansas,Southland,24,159,13,39,5,10,8,29,1,2,6,12,18,7,1,2,9,32,35
Central Arkansas11,11,Otas Iyekekpolor,JR,F,Central Arkansas,Southland,21,134,12,25,12,25,0,0,7,10,15,13,28,2,2,6,11,26,31
Central Arkansas12,12,Jared Chatham,FR,F,Central Arkansas,Southland,17,75,14,25,12,21,2,4,7,13,5,11,16,1,2,1,4,9,37
Central Arkansas13,13,Jordan Grant,SO,G,Central Arkansas,Southland,10,21,0,1,0,0,0,1,0,0,0,2,2,4,1,0,1,1,0
Central Arkansas14,14,Tyler Simmons,JR,G,Central Arkansas,Southland,8,15,0,5,0,0,0,5,0,0,0,1,1,0,0,0,0,1,0
Central Arkansas15,15,Brandon Vanover,,C,Central Arkansas,Southland,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Connecticut State1,1,Austin Nehls,JR,G,Central Connecticut State,NEC,32,1101,100,260,33,65,67,195,43,67,29,96,125,40,19,5,27,35,310
Central Connecticut State2,2,Tyler Kohl,JR,G,Central Connecticut State,NEC,31,1080,180,427,137,279,43,148,115,146,59,195,254,128,42,4,114,61,518
Central Connecticut State3,3,Mustafa Jones,SR,F,Central Connecticut State,NEC,32,909,146,277,144,268,2,9,34,47,40,112,152,30,21,35,48,63,328
Central Connecticut State4,4,Deion Bute,JR,C,Central Connecticut State,NEC,32,802,123,205,123,205,0,0,78,109,75,91,166,19,14,35,83,117,324
Central Connecticut State5,5,Eric Bowles,JR,G,Central Connecticut State,NEC,29,746,42,93,35,70,7,23,28,52,20,41,61,82,25,1,46,66,119
Central Connecticut State6,6,Joe Hugley,SO,F,Central Connecticut State,NEC,30,568,92,204,48,92,44,112,56,73,31,86,117,11,10,15,49,84,284
Central Connecticut State7,7,Tyson Batiste,SO,G,Central Connecticut State,NEC,25,481,29,64,20,42,9,22,3,18,5,53,58,45,14,2,29,45,70
Central Connecticut State8,8,Shakaris Laney,JR,G,Central Connecticut State,NEC,22,356,23,64,15,35,8,29,7,11,7,24,31,24,9,3,23,30,61
Central Connecticut State9,9,Kashaun Hicks,FR,F,Central Connecticut State,NEC,20,221,28,76,13,36,15,40,17,24,7,21,28,6,3,4,24,17,88
Central Connecticut State10,10,Talek Williams,,G,Central Connecticut State,NEC,11,118,9,26,8,17,1,9,10,13,1,8,9,9,3,2,7,12,29
Central Connecticut State11,11,Chris Williams,,G,Central Connecticut State,NEC,14,75,9,27,7,15,2,12,3,3,3,6,9,1,1,0,5,3,23
Central Connecticut State12,12,Harrison Kay,SO,F,Central Connecticut State,NEC,12,54,6,14,6,12,0,2,3,5,5,8,13,1,0,0,4,14,15
Central Connecticut State13,13,Donyell Marshall Jr.,SO,F,Central Connecticut State,NEC,7,14,1,3,1,3,0,0,0,0,1,1,2,0,0,1,0,2,2
Central Florida1,1,A.J. Davis,SR,F,Central Florida,AAC,31,1023,119,273,89,182,30,91,112,162,60,175,235,67,29,12,65,65,380
Central Florida2,2,Terrell Allen,SO,G,Central Florida,AAC,32,960,63,156,53,126,10,30,39,57,21,75,96,88,43,0,55,77,175
Central Florida3,3,Dayon Griffin,JR,G,Central Florida,AAC,32,877,95,271,39,97,56,174,31,53,22,108,130,38,26,9,42,44,277
Central Florida4,4,Ceasar DeJesus,FR,G,Central Florida,AAC,32,877,94,226,77,181,17,45,69,93,14,59,73,58,24,0,61,50,274
Central Florida5,5,Chad Brown,JR,F,Central Florida,AAC,32,597,56,110,56,110,0,0,53,93,57,90,147,5,16,34,26,72,165
Central Florida6,6,B.J. Taylor,JR,G,Central Florida,AAC,16,495,80,201,54,134,26,67,68,101,3,29,32,51,8,0,28,20,254
Central Florida7,7,Tacko Fall,JR,C,Central Florida,AAC,16,351,79,103,79,103,0,0,23,50,40,77,117,5,5,31,42,41,181
Central Florida8,8,Djordjije Mumin,SR,G,Central Florida,AAC,29,338,27,75,1,8,26,67,3,4,5,17,22,5,2,0,9,22,83
Central Florida9,9,Chance McSpadden,SO,G,Central Florida,AAC,18,303,35,94,28,61,7,33,19,25,14,39,53,10,13,2,30,16,96
Central Florida10,10,Rokas Ulvydas,SO,F,Central Florida,AAC,26,277,22,46,22,46,0,0,17,30,17,43,60,1,2,22,16,45,61
Central Florida11,11,Myles Douglas,FR,F,Central Florida,AAC,31,276,20,68,15,39,5,29,16,34,4,29,33,9,1,1,25,29,61
Central Florida12,12,Nathan Laing,SR,G,Central Florida,AAC,20,51,0,4,0,2,0,2,0,0,0,5,5,2,0,0,4,7,0
Central Michigan1,1,David DiLeo,SO,F,Central Michigan,MAC,33,1112,120,319,38,77,82,242,61,77,64,161,225,48,31,8,25,59,383
Central Michigan2,2,Shawn Roundtree,JR,G,Central Michigan,MAC,33,1084,150,391,97,235,53,156,142,169,21,75,96,127,22,1,100,57,495
Central Michigan3,3,Cecil Williams,SR,F,Central Michigan,MAC,33,1001,172,363,151,292,21,71,143,187,48,165,213,85,35,37,96,100,508
Central Michigan4,4,Kevin McKay,SO,G,Central Michigan,MAC,31,840,139,253,129,222,10,31,82,96,92,111,203,54,56,20,62,76,370
Central Michigan5,5,Josh Kozinski,SR,G,Central Michigan,MAC,33,797,60,176,3,8,57,168,25,29,8,64,72,14,17,2,7,53,202
Central Michigan6,6,Luke Meyer,SR,F,Central Michigan,MAC,33,784,115,218,66,101,49,117,40,44,51,110,161,23,10,41,29,81,319
Central Michigan7,7,Gavin Peppers,JR,G,Central Michigan,MAC,30,415,55,138,37,79,18,59,33,41,9,26,35,38,15,1,24,28,161
Central Michigan8,8,Matt Beachler,FR,G,Central Michigan,MAC,31,292,24,70,8,14,16,56,8,14,3,27,30,13,12,3,8,23,72
Central Michigan9,9,Matty Smith,,G,Central Michigan,MAC,23,178,8,23,7,19,1,4,1,3,2,11,13,29,5,1,18,25,18
Central Michigan10,10,Corey Redman,SO,G,Central Michigan,MAC,31,110,5,17,2,5,3,12,0,0,4,9,13,2,5,0,3,17,13
Central Michigan11,11,Innocent Nwoko,FR,C,Central Michigan,MAC,24,72,8,11,8,11,0,0,1,4,7,9,16,1,4,2,3,12,17
Central Michigan12,12,John McCarty,SR,F,Central Michigan,MAC,8,16,3,6,2,3,1,3,0,0,2,3,5,0,1,0,1,2,7
Central Michigan13,13,Austin Ervin,SO,F,Central Michigan,MAC,8,10,1,4,1,1,0,3,1,2,3,1,4,1,1,0,0,2,3
Central Michigan14,14,Adam Kozinski,FR,G,Central Michigan,MAC,6,8,1,7,0,0,1,7,0,0,0,1,1,0,0,0,0,1,3
Central Michigan15,15,Jamarrio Rule,FR,F,Central Michigan,MAC,4,6,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,1
Charleston Southern1,1,Christian Keeling,SO,G,Charleston Southern,Big South,28,941,169,397,124,254,45,143,111,140,22,123,145,57,37,12,67,69,494
Charleston Southern2,2,Phlandrous Fleming Jr.,,G,Charleston Southern,Big South,29,812,106,254,63,136,43,118,52,72,39,75,114,47,36,12,42,50,307
Charleston Southern3,3,Travis McConico,JR,F,Charleston Southern,Big South,30,755,105,240,44,83,61,157,36,51,37,86,123,32,36,9,38,56,307
Charleston Southern4,4,Cortez Mitchell,SR,G,Charleston Southern,Big South,28,635,94,208,82,161,12,47,55,73,9,86,95,56,23,3,43,37,255
Charleston Southern5,5,Javis Howard,SR,F,Charleston Southern,Big South,31,626,71,139,68,128,3,11,24,33,54,74,128,15,12,6,32,36,169
Charleston Southern6,6,Ty Jones,FR,F,Charleston Southern,Big South,31,590,79,155,77,144,2,11,37,49,26,52,78,28,14,7,51,58,197
Charleston Southern7,7,Deontaye Buskey,FR,G,Charleston Southern,Big South,29,525,36,103,24,63,12,40,25,38,13,36,49,50,29,5,31,47,109
Charleston Southern8,8,Jordan Jones,SO,F,Charleston Southern,Big South,30,467,61,83,61,83,0,0,34,58,42,58,100,6,9,36,35,65,156
Charleston Southern9,9,Jamaal David,FR,G,Charleston Southern,Big South,21,313,24,59,14,30,10,29,20,29,17,37,54,26,7,7,31,25,78
Charleston Southern10,10,Sean Price,FR,F,Charleston Southern,Big South,21,226,22,50,13,23,9,27,9,12,8,13,21,22,11,2,7,22,62
Charleston Southern11,11,Jamar Martin,SR,F,Charleston Southern,Big South,25,196,14,45,11,23,3,22,7,10,14,28,42,17,6,4,9,19,38
Charleston Southern12,12,Jamal Thomas,SR,G,Charleston Southern,Big South,10,74,7,21,1,3,6,18,1,2,1,8,9,8,1,2,5,11,21
Charleston Southern13,13,JC Cavin,SR,G,Charleston Southern,Big South,9,58,6,14,4,7,2,7,3,5,0,0,0,4,2,0,3,11,17
Charleston Southern14,14,Abdul Sarki,JR,F,Charleston Southern,Big South,6,45,6,14,6,14,0,0,5,6,13,3,16,0,1,0,3,7,17
Charleston Southern15,15,Nathan Payne,FR,F,Charleston Southern,Big South,5,26,2,8,2,8,0,0,1,3,6,2,8,0,0,1,0,1,5
Charleston Southern16,16,Alex Stewart,FR,F,Charleston Southern,Big South,2,11,0,3,0,2,0,1,0,0,0,0,0,0,0,0,2,3,0
Charlotte1,1,Jon Davis,JR,G,Charlotte,CUSA,29,1051,159,406,111,260,48,146,143,181,25,85,110,160,27,9,114,44,509
Charlotte2,2,Austin Ajukwa,SR,G,Charlotte,CUSA,29,799,82,211,55,132,27,79,60,69,16,82,98,24,32,10,69,85,251
Charlotte3,3,Andrien White,JR,G,Charlotte,CUSA,25,682,118,276,75,143,43,133,96,120,26,95,121,31,42,6,47,73,375
Charlotte4,4,Najee Garvin,SO,F,Charlotte,CUSA,29,658,79,171,79,167,0,4,50,77,28,117,145,21,15,7,47,63,208
Charlotte5,5,Milos Supica,FR,F,Charlotte,CUSA,28,568,71,143,71,142,0,1,30,61,61,75,136,10,8,11,37,47,172
Charlotte6,6,Jailan Haslem,JR,C,Charlotte,CUSA,29,505,57,98,57,98,0,0,27,50,60,68,128,8,4,13,31,80,141
Charlotte7,7,Luka Vasic,FR,G,Charlotte,CUSA,24,405,28,73,12,33,16,40,18,32,8,55,63,21,9,0,25,41,90
Charlotte8,8,Ryan Murphy,FR,G,Charlotte,CUSA,19,379,46,113,14,33,32,80,4,8,1,21,22,18,10,0,18,28,128
Charlotte9,9,Jaylan McGill,FR,G,Charlotte,CUSA,28,360,24,71,3,12,21,59,5,5,1,13,14,14,7,0,12,25,74
Charlotte10,10,Hudson Price,SR,G,Charlotte,CUSA,9,258,32,51,21,30,11,21,17,22,6,37,43,9,9,1,14,24,92
Charlotte11,11,Bryant Thomas,FR,F,Charlotte,CUSA,10,127,8,16,8,16,0,0,6,12,5,20,25,2,2,8,5,12,22
Charlotte12,12,Bo Blight,FR,F,Charlotte,CUSA,7,14,1,3,1,3,0,0,0,0,1,4,5,0,0,0,0,0,2
Charlotte13,13,Corey Bias,SR,G,Charlotte,CUSA,6,14,1,2,1,2,0,0,0,0,0,2,2,1,0,0,0,2,2
Chattanooga1,1,Makale Foreman,SO,G,Chattanooga,Southern,33,1161,110,276,34,77,76,199,39,46,13,53,66,60,25,0,48,54,335
Chattanooga2,2,Nat Dixon,JR,G,Chattanooga,Southern,31,1130,140,320,74,153,66,167,83,113,37,106,143,59,31,8,63,54,429
Chattanooga3,3,Rodney Chatman,SO,G,Chattanooga,Southern,30,970,131,289,88,162,43,127,93,119,9,114,123,135,35,14,89,88,398
Chattanooga4,4,David Jean-Baptiste,FR,G,Chattanooga,Southern,33,891,75,198,40,84,35,114,22,31,23,47,70,63,26,3,39,48,207
Chattanooga5,5,Makinde London,JR,F,Chattanooga,Southern,29,769,133,333,88,199,45,134,84,115,40,158,198,52,26,23,86,83,395
Chattanooga6,6,James Lewis Jr.,FR,F,Chattanooga,Southern,27,700,67,132,67,132,0,0,63,95,59,85,144,19,8,6,57,67,197
Chattanooga7,7,Joshua Phillips,SR,F,Chattanooga,Southern,25,612,93,170,93,169,0,1,44,78,55,99,154,12,7,10,40,64,230
Chattanooga8,8,Jonathan Bryant II,FR,G,Chattanooga,Southern,24,215,18,47,17,37,1,10,9,16,12,20,32,5,4,0,12,16,46
Chattanooga9,9,Duane Moss,FR,F,Chattanooga,Southern,7,135,11,23,3,9,8,14,4,7,4,16,20,9,3,1,7,19,34
Chattanooga10,10,A.J. Bowers,,F,Chattanooga,Southern,14,74,3,4,3,3,0,1,2,2,5,9,14,2,1,2,4,11,8
Chattanooga11,11,Dylan Brewster,JR,G,Chattanooga,Southern,6,57,3,10,1,1,2,9,2,4,0,5,5,5,0,0,5,3,10
Chattanooga12,12,C.J. Massengill,FR,G,Chattanooga,Southern,2,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chattanooga13,13,Nick Desmarais,FR,F,Chattanooga,Southern,2,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Chicago State1,1,Glen Burns,SR,G,Chicago State,WAC,32,1000,105,223,94,188,11,35,117,154,32,101,133,110,41,3,95,95,338
Chicago State2,2,Fred Sims Jr.,JR,G,Chicago State,WAC,30,922,146,453,85,262,61,191,73,84,24,88,112,34,23,2,44,43,426
Chicago State3,3,Deionte Simmons,SR,F,Chicago State,WAC,26,595,116,194,116,194,0,0,79,114,63,89,152,5,21,11,44,77,311
Chicago State4,4,Montana Byrd,SR,G,Chicago State,WAC,32,572,59,147,21,53,38,94,12,18,4,58,62,17,13,7,26,78,168
Chicago State5,5,Cameron Bowles,FR,F,Chicago State,WAC,29,570,48,119,45,101,3,18,36,44,22,56,78,18,19,26,36,81,135
Chicago State6,6,Anthony Harris,JR,G,Chicago State,WAC,28,556,56,126,44,89,12,37,37,52,21,51,72,34,26,14,35,73,161
Chicago State7,7,Rob Shaw,JR,G,Chicago State,WAC,30,530,57,162,57,148,0,14,17,23,14,33,47,74,28,0,51,33,131
Chicago State8,8,Jelani Pruitt,SR,G,Chicago State,WAC,30,470,78,182,71,158,7,24,34,64,43,73,116,24,16,3,49,51,197
Chicago State9,9,Travon Bell,FR,G,Chicago State,WAC,25,345,47,134,20,40,27,94,3,4,10,38,48,18,20,2,22,34,124
Chicago State10,10,Patrick Szpir,SO,F,Chicago State,WAC,26,326,22,50,22,47,0,3,23,29,11,36,47,6,5,6,30,48,67
Chicago State11,11,Alex Dubovitskiy,SR,G,Chicago State,WAC,24,196,12,31,6,10,6,21,5,7,3,17,20,4,5,1,11,36,35
Chicago State12,12,Jalen Stephens-Holmes,FR,F,Chicago State,WAC,8,84,9,19,9,18,0,1,2,5,12,12,24,3,2,5,6,16,20
Chicago State13,13,Nathan Townsen Jr.,,G,Chicago State,WAC,12,76,5,15,4,12,1,3,8,10,1,3,4,10,4,0,12,9,19
Chicago State14,14,Simeon Henton,FR,G,Chicago State,WAC,11,72,7,14,7,13,0,1,8,13,0,1,1,8,6,0,3,10,22
Chicago State15,15,John Joyce,JR,F,Chicago State,WAC,5,44,5,17,2,4,3,13,0,0,2,2,4,1,2,0,2,5,13
Chicago State16,16,Ken Odiase,,F,Chicago State,WAC,13,43,2,10,2,10,0,0,0,6,4,5,9,1,1,1,4,8,4
Cincinnati1,1,Jacob Evans,JR,G,Cincinnati,AAC,33,1006,145,332,87,180,58,152,79,102,43,106,149,107,44,34,58,65,427
Cincinnati2,2,Jarron Cumberland,SO,G,Cincinnati,AAC,33,942,122,298,69,142,53,156,65,101,34,92,126,97,34,13,59,66,362
Cincinnati3,3,Gary Clark,SR,F,Cincinnati,AAC,33,924,146,283,122,228,24,55,106,143,98,180,278,69,49,41,33,68,422
Cincinnati4,4,Kyle Washington,SR,F,Cincinnati,AAC,33,758,150,295,133,246,17,49,57,77,53,124,177,11,9,45,43,63,374
Cincinnati5,5,Justin Jenifer,JR,G,Cincinnati,AAC,33,640,47,127,19,50,28,77,41,51,7,27,34,82,15,0,22,43,163
Cincinnati6,6,Cane Broome,JR,G,Cincinnati,AAC,31,639,92,193,60,114,32,79,43,62,16,32,48,93,29,2,45,43,259
Cincinnati7,7,Tre Scott,SO,F,Cincinnati,AAC,33,406,38,69,38,68,0,1,28,47,47,72,119,32,15,6,22,33,104
Cincinnati8,8,Trevor Moore,FR,G,Cincinnati,AAC,32,385,34,97,9,21,25,76,23,34,14,43,57,13,18,2,14,34,116
Cincinnati9,9,Nysier Brooks,SO,C,Cincinnati,AAC,33,328,38,76,38,76,0,0,16,29,31,48,79,7,12,19,22,54,92
Cincinnati10,10,Keith Williams,FR,G,Cincinnati,AAC,31,325,40,103,36,76,4,27,17,32,15,25,40,14,15,5,27,22,101
Cincinnati11,11,Eliel Nsoseme,FR,F,Cincinnati,AAC,28,159,11,21,11,21,0,0,4,20,19,28,47,5,3,11,11,23,26
Cincinnati12,12,Mamoudou Diarra,FR,F,Cincinnati,AAC,7,46,7,20,6,18,1,2,5,6,5,8,13,2,1,5,4,3,20
Cincinnati13,13,Sam Martin,FR,G,Cincinnati,AAC,10,18,0,5,0,3,0,2,2,2,0,1,1,2,0,0,2,5,2
Cincinnati14,14,Jackson Bart,SO,F,Cincinnati,AAC,12,15,2,6,0,1,2,5,0,0,1,1,2,0,0,0,0,0,6
Cincinnati15,15,John Koz,SO,G,Cincinnati,AAC,8,9,1,1,1,1,0,0,0,0,1,1,2,1,0,0,1,0,2
Citadel1,1,Matt Frierson,JR,G,Citadel,Southern,32,904,125,344,11,30,114,314,67,75,13,69,82,43,35,1,41,32,431
Citadel2,2,Frankie Johnson,SO,G,Citadel,Southern,32,864,67,171,44,99,23,72,45,66,31,73,104,138,57,3,73,74,202
Citadel3,3,Zane Najdawi,JR,F,Citadel,Southern,31,781,172,335,128,227,44,108,91,128,37,118,155,30,21,42,79,69,479
Citadel4,4,Kaelon Harris,SO,G,Citadel,Southern,29,661,87,211,57,122,30,89,83,118,52,100,152,53,29,13,50,68,287
Citadel5,5,Leandro Allende,SO,G,Citadel,Southern,32,568,48,99,37,67,11,32,17,26,26,68,94,49,10,3,23,61,124
Citadel6,6,Quayson Williams,JR,G,Citadel,Southern,31,492,69,187,24,47,45,140,38,48,23,66,89,49,34,3,46,46,221
Citadel7,7,Tariq Simmons,FR,G,Citadel,Southern,32,487,87,230,60,138,27,92,27,50,14,53,67,60,25,2,49,27,228
Citadel8,8,Alex Reed,FR,F,Citadel,Southern,32,456,55,142,23,47,32,95,34,48,31,47,78,25,26,3,22,61,176
Citadel9,9,Hayden Brown,FR,F,Citadel,Southern,29,390,56,130,44,87,12,43,26,37,22,57,79,26,23,6,30,55,150
Citadel10,10,Rob Johnson,FR,G,Citadel,Southern,25,256,29,59,28,50,1,9,18,33,28,43,71,12,10,13,20,42,77
Citadel11,11,Derek Webster Jr.,FR,F,Citadel,Southern,27,215,21,40,20,38,1,2,12,25,20,29,49,9,8,8,16,29,55
Citadel12,12,Kaiden Rice,FR,F,Citadel,Southern,23,214,44,130,12,28,32,102,6,8,11,20,31,9,9,0,10,9,126
Citadel13,13,Preston Parks,SO,G,Citadel,Southern,6,162,29,70,15,35,14,35,11,11,6,13,19,25,14,2,10,13,83
Clemson1,1,Marcquise Reed,JR,G,Clemson,ACC,32,1119,163,379,98,200,65,179,116,137,24,123,147,110,54,0,74,58,507
Clemson2,2,Gabe DeVoe,SR,G,Clemson,ACC,32,1100,142,334,67,140,75,194,63,82,28,123,151,63,33,14,62,67,422
Clemson3,3,Shelton Mitchell,JR,G,Clemson,ACC,30,997,110,276,64,150,46,126,93,109,12,76,88,106,23,1,64,44,359
Clemson4,4,Elijah Thomas,JR,F,Clemson,ACC,32,789,134,235,134,235,0,0,77,124,73,181,254,31,21,71,71,102,345
Clemson5,5,Donte Grantham,SR,F,Clemson,ACC,19,605,102,182,76,120,26,62,39,50,30,101,131,45,15,17,31,38,269
Clemson6,6,Aamir Simms,FR,F,Clemson,ACC,31,464,47,104,35,63,12,41,15,26,23,76,99,19,7,26,20,42,121
Clemson7,7,David Skara,,F,Clemson,ACC,23,442,25,62,20,41,5,21,17,26,19,41,60,10,14,10,22,49,72
Clemson8,8,Mark Donnal,SR,F,Clemson,ACC,31,393,42,78,23,41,19,37,14,19,16,38,54,8,7,10,11,53,117
Clemson9,9,Clyde Trapp,FR,G,Clemson,ACC,27,215,16,40,9,20,7,20,14,19,1,18,19,17,2,2,15,22,53
Clemson10,10,Scott Spencer,SO,G,Clemson,ACC,18,137,10,39,7,17,3,22,1,2,3,7,10,5,1,1,3,12,24
Clemson11,11,Anthony Oliver II,FR,G,Clemson,ACC,16,108,9,28,2,9,7,19,9,11,4,15,19,4,4,0,4,14,34
Clemson12,12,Malik William,FR,F,Clemson,ACC,16,72,9,26,8,23,1,3,3,4,14,11,25,3,1,3,2,11,22
Clemson13,13,Lyles Davis,JR,G,Clemson,ACC,2,6,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Clemson14,14,Isaac Fields,SO,G,Clemson,ACC,2,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Cleveland State1,1,Kenny Carpenter,SR,G,Cleveland State,Horizon,34,1146,177,372,120,211,57,161,41,58,24,149,173,82,37,15,42,79,452
Cleveland State2,2,Bobby Word,SR,G,Cleveland State,Horizon,35,956,119,300,35,85,84,215,39,56,10,93,103,23,23,7,47,71,361
Cleveland State3,3,Tyree Appleby,FR,G,Cleveland State,Horizon,34,874,129,290,93,179,36,111,106,148,17,65,82,135,44,8,115,68,400
Cleveland State4,4,Stefan Kenic,FR,F,Cleveland State,Horizon,35,815,106,253,57,121,49,132,72,91,26,88,114,20,17,11,64,81,333
Cleveland State5,5,Kasheem Thomas,SO,G,Cleveland State,Horizon,35,737,61,172,46,112,15,60,52,72,6,59,65,79,14,0,50,44,189
Cleveland State6,6,Anthony Wright,SR,F,Cleveland State,Horizon,28,731,85,173,66,111,19,62,35,45,52,110,162,43,31,10,38,61,224
Cleveland State7,7,Jamarcus Hairston,SR,F,Cleveland State,Horizon,35,724,79,161,57,97,22,64,17,30,42,86,128,26,22,15,24,52,197
Cleveland State8,8,Dontel Highsmith,JR,G,Cleveland State,Horizon,26,506,50,124,42,88,8,36,20,28,16,40,56,29,21,2,30,42,128
Cleveland State9,9,Evan Clayborne,SO,F,Cleveland State,Horizon,24,240,32,63,32,63,0,0,8,19,22,28,50,3,6,16,25,48,72
Cleveland State10,10,Terrell Hales,SR,G,Cleveland State,Horizon,26,213,9,23,9,19,0,4,5,9,17,18,35,10,14,4,7,32,23
Cleveland State11,11,Derek Sloan,SR,F,Cleveland State,Horizon,8,59,2,12,2,11,0,1,7,16,4,9,13,6,1,2,7,12,11
Cleveland State12,12,Shawn Christian Jr.,FR,G,Cleveland State,Horizon,11,45,4,18,0,3,4,15,0,0,0,2,2,0,1,0,0,4,12
Cleveland State13,13,David Payne,JR,F,Cleveland State,Horizon,3,4,0,2,0,0,0,2,0,0,1,2,3,0,0,0,0,1,0
Coastal Carolina1,1,Jaylen Shaw,SR,G,Coastal Carolina,Sun Belt,32,989,157,374,123,266,34,108,126,163,10,92,102,172,51,1,112,71,474
Coastal Carolina2,2,Zac Cuthbertson,JR,F,Coastal Carolina,Sun Belt,31,909,141,313,112,217,29,96,144,181,58,152,210,49,29,22,72,85,455
Coastal Carolina3,3,Artur Labinowicz,SO,G,Coastal Carolina,Sun Belt,32,873,97,265,47,117,50,148,103,134,31,109,140,36,22,18,62,55,347
Coastal Carolina4,4,Demario Beck,SR,F,Coastal Carolina,Sun Belt,32,762,124,230,105,162,19,68,45,76,79,150,229,22,16,22,55,98,312
Coastal Carolina5,5,Ajay Sanders,JR,G,Coastal Carolina,Sun Belt,32,752,53,161,18,60,35,101,13,18,24,89,113,39,11,5,44,63,154
Coastal Carolina6,6,Josh Coleman,JR,C,Coastal Carolina,Sun Belt,32,507,51,105,51,104,0,1,9,30,70,56,126,2,3,21,16,75,111
Coastal Carolina7,7,Amidou Bamba,SO,F,Coastal Carolina,Sun Belt,30,425,73,115,73,115,0,0,24,43,41,59,100,12,4,18,21,46,170
Coastal Carolina8,8,Christian Adams,JR,G,Coastal Carolina,Sun Belt,25,373,14,47,10,31,4,16,13,17,4,39,43,16,7,4,30,43,45
Coastal Carolina9,9,Matt Lindsey,JR,G,Coastal Carolina,Sun Belt,17,352,25,81,7,26,18,55,12,17,5,26,31,16,15,1,19,20,80
Coastal Carolina10,10,Tre Brown,FR,G,Coastal Carolina,Sun Belt,30,326,29,69,18,42,11,27,6,7,0,22,22,43,10,0,28,42,75
